org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
grpc,grpc/grpc-java,74,33,2,1,38,2,"(null),zpencer","(null),9055feb4090891da2536208596f63eb6206307a7@google.com",1
cncf,cncf/landscape,72,20,13,29,10,6,"Dan Kohn,(null),Andrey Kozlov,Andrey Kozlov,Alex Contini,Dan Kohn,ZeusTheTrueGod,Dan Kohn,Dan Kohn,Alex Contini,Andrey Kozlov,Dan Kohn,Dan Kohn,Dan Kohn,Dan Kohn,Alex Contini,Dan Kohn,CNCF-bot,Dan Kohn,Alex Contini,Alex Contini,ZeusTheTrueGod,Dan Kohn,ZeusTheTrueGod,Alex Contini,Dan Kohn,Andrey Kozlov,Dan Kohn,ZeusTheTrueGod,Dan Kohn","8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,(null),bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,8ba258345e8c7589d20364528ac4964f896605aa@linuxfoundation.org,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,616e881177e53541ea47e5917a60deb2554e079d@cncf.io,8ba258345e8c7589d20364528ac4964f896605aa@linuxfoundation.org,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,9b8a21c728b213be15c3b27bf263431cc8b4026a@linuxfoundation.org,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,8ba258345e8c7589d20364528ac4964f896605aa@dankohn.com,bcf07d0262ae73d2dc8d3c630d6e6deed30137fa@yandex.ru,8ba258345e8c7589d20364528ac4964f896605aa@linuxfoundation.org",29
kubernetes-incubator,kubernetes-incubator/kubespray,65,36,16,6,7,5,"avoidik,Wong Hoi Sing Edison,georgejdli,(null),Wong Hoi Sing Edison,Wong Hoi Sing Edison,Matthew Mosesohn","805b6e91de632204801ce8d6a461b626c3975a06@gmail.com,ef5fa4adaa63ea9c9a8c26c973328821f0a87921@gmail.com,9b40381ebb3b6e8d15e0406631e721e0d1af894d@gmail.com,(null),ef5fa4adaa63ea9c9a8c26c973328821f0a87921@gmail.com,ef5fa4adaa63ea9c9a8c26c973328821f0a87921@gmail.com,7ed6fb98f3d3e41c666c3ea14d6001e4fdfc2447@gmail.com",6
kubernetes,kubernetes/kubernetes-docs-cn,57,7,29,20,1,10,"Chengfei Shang,chentao1596,Dragons,Chengyu Zhang,fatalc,yulng,chentao1596,chentao1596,chentao1596,chentao1596,bjdzliu,Chengyu Zhang,(null),fatalc,AdamDang,chentao1596,zhanglikun,Chengyu Zhang,bjdzliu,chentao1596,Drinky Pool","4f1a8a6a31a7fa65c77553adaa2727f2189e22ad@alauda.io,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,b5a368771e577e7e548ebb165b4299bf5e5a6deb@caicloud.io,1586a71fa783b150f8a5324e932239ec409d9041@chinaunicom.cn,df7faf96029deb402ebea4163cfef9ed38498d8a@ghostcloud.cn,ea3c319c86cfbcdaccbec4a7aab0836a4fde0a5e@daocloud.io,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,99804ccc9a2aa561e13798635bf86692b454b122@hotmail.com,1586a71fa783b150f8a5324e932239ec409d9041@chinaunicom.cn,(null),df7faf96029deb402ebea4163cfef9ed38498d8a@ghostcloud.cn,599a4085d228f14435056402abcbd0b78df86763@daocloud.io,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,df7faf96029deb402ebea4163cfef9ed38498d8a@ghostcloud.cn,1586a71fa783b150f8a5324e932239ec409d9041@chinaunicom.cn,99804ccc9a2aa561e13798635bf86692b454b122@hotmail.com,4db7094d3c08012d94103e62b08e5ed924c000ad@zte.com.cn,bc122809c61e65273e0d2b3d299b321948e270c3@zte.com.cn",20
prometheus,prometheus/prometheus,48,36,2,0,10,1,(null),(null),0
containerd,containerd/containerd,46,31,9,3,3,4,"(null),Stephen J Day,Kenfe-Mickael Laventure,Akihiro Suda","(null),f612758db3805c4abe0d56243c03a33f3294af3f@docker.com,8ad263556b71f636ca503c450f8550467d0ea0fc@gmail.com,7cd6747b71a7adc74122600416f7675992a90168@lab.ntt.co.jp",3
envoyproxy,envoyproxy/data-plane-api,46,39,4,3,0,4,"Dhi Aurrahman,(null),Scott Weiss,Gabriel Sagula","6e9f4407f673c3c804ff1bc4722c394691f70966@rockybars.com,(null),cb5c06238caeeb1269be967baf8c564a4fe3f918@cornell.edu,f5dec83830cc7e8865777b3a75f278b8899cbab6@gmail.com",3
coredns,coredns/coredns,44,19,11,10,4,2,"Miek Gieben,Miek Gieben,Miek Gieben,(null),Miek Gieben,Miek Gieben,Miek Gieben,Miek Gieben,Miek Gieben,Miek Gieben,Miek Gieben","080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,(null),080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl",10
kubernetes-incubator,kubernetes-incubator/external-storage,40,33,2,1,4,2,"(null),Ian Chakeres","(null),b03b9179432637b9b741722252307e0385ec70d6@gmail.com",1
coreos,coreos/etcd,39,18,10,5,6,4,"(null),Gyuho Lee,Gyuho Lee,Gyuho Lee,micah,ppggff","(null),fa29fb4feb4a4cf3cbf376400926b970ca926a30@gmail.com,fa29fb4feb4a4cf3cbf376400926b970ca926a30@gmail.com,fa29fb4feb4a4cf3cbf376400926b970ca926a30@gmail.com,ab3bf20a456957ab3c21b104b37d8a70f0061e3c@getbraintree.com,82401f75a7f152ed68bc9a71e51119887a63fba7@gmail.com",5
kubernetes-incubator,kubernetes-incubator/kube-aws,37,21,3,6,7,5,"Jorge Arco,Travis CI User,(null),Kyle Hodgetts (khodgetts),Fabian Selles Rosa,Travis CI User,Travis CI User","f267b9c46fee9e85aeadd3d1e6267a223f864533@gmail.com,5154a24f5803bf747f09d7bd5d605f4803acbeb6@example.org,(null),9e04f33808e2f7db244f403a2eb1291bba7da891@hotels.com,ae00fe7338d7441a7872e094d0764346b0168d4f@schibsted.com,5154a24f5803bf747f09d7bd5d605f4803acbeb6@example.org,5154a24f5803bf747f09d7bd5d605f4803acbeb6@example.org",6
containerd,containerd/cri,36,22,8,4,2,4,"Lantao Liu,Lantao Liu,(null),Tobias Klauser,Mike Brown","dc305121c5833463305c9693ce0307ed042bef19@google.com,dc305121c5833463305c9693ce0307ed042bef19@google.com,(null),76611d0c7f75091b90a99a3cff5c7f88b63f58d1@distanz.ch,b62332efb0cd9a9d18d4fdcd9e40eeff1b505671@us.ibm.com",4
kubernetes,kubernetes/helm,35,27,3,1,4,2,"(null),fibonacci1729","(null),1d28577c3a34c1ac08d512237ad32156e7267b61@deis.com",1
kubernetes,kubernetes/ingress-nginx,34,23,6,4,1,4,"Alvaro Aleman,Elvin Efendi,Sergey Lanzman,Alvaro Aleman,(null)","86f3441f891961215d9459ab1d73d7b7824b2024@users.noreply.github.com,a39c9b5feef619f0459f25b340586daf49eaefa3@gmail.com,7f23fc4b6bb6de7e838af7f30d3177a881105e7c@gettaxi.com,86f3441f891961215d9459ab1d73d7b7824b2024@users.noreply.github.com,(null)",4
grpc,grpc/grpc-go,25,4,5,2,14,3,"dfawley,Gyuho Lee,(null)","ae482f116ae28e1430a752114430a9cad53e6a34@google.com,fa29fb4feb4a4cf3cbf376400926b970ca926a30@gmail.com,(null)",2
kubernetes,kubernetes/kubectl,22,17,3,2,0,3,"Jeffrey Regan,Jeff Regan,(null)","63df2a17e8922fc7fec8fcf07b0a1c6f41643f6b@google.com,99f250fbcca610eb0644e580bbb686deef5b9718@gmail.com,(null)",2
kubernetes,kubernetes/cloud-provider-openstack,21,19,1,0,1,1,(null),(null),0
kubernetes,kubernetes/minikube,21,14,3,1,3,2,"(null),dlorenc","(null),48aefb473adbc9c5ee45211e4e25e826252c2f28@gmail.com",1
kubernetes,kubernetes/dns,19,17,1,0,1,1,(null),(null),0
cloudevents,cloudevents/spec,17,13,3,0,1,1,(null),(null),0
kubernetes-incubator,kubernetes-incubator/cri-o,16,11,2,2,1,3,"(null),Daniel J Walsh,Tobias Klauser","(null),6a27605abc9dbaa0594764ee8d1278451ea19a31@redhat.com,76611d0c7f75091b90a99a3cff5c7f88b63f58d1@distanz.ch",2
fluent,fluent/fluent-plugin-rewrite-tag-filter,15,9,3,2,1,2,"(null),Kenji Okimoto,Kenji Okimoto","(null),ec7d02423892841d72d003fca2f1fde984988dd4@clear-code.com,ec7d02423892841d72d003fca2f1fde984988dd4@clear-code.com",2
opentracing,opentracing/opentracing.io,15,13,1,0,1,1,(null),(null),0
fluent,fluent/fluent-bit,15,8,1,6,0,3,"(null),Eduardo Silva,Eduardo Silva,Eduardo Silva,Eduardo Silva,Eduardo Silva,Reinhard Tartler","(null),64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,79bc676401a096b06ba9416fd594fc31f44c6335@deshaw.com",6
kubernetes-incubator,kubernetes-incubator/service-catalog,14,9,2,1,2,2,"Erik Nelson,(null)","7e73f91d5b8b99f7f54a21851a2b9c5b5f0efdfd@redhat.com,(null)",1
kubernetes,kubernetes/k8s.io,13,9,3,1,0,2,"Aaron Crickenberger,(null)","2bf0ebd35a39bf969912204fe2ca455f87157a3b@gmail.com,(null)",1
kubernetes,kubernetes/kube-openapi,13,8,5,0,0,1,(null),(null),0
kubernetes,kubernetes/release,13,9,3,1,0,2,"(null),Cole Wagner","(null),9c7bf756bbd80cb320b29f2ff4b8f17c4a93cbf8@google.com",1
kubernetes-client,kubernetes-client/java,12,4,2,1,5,2,"Brendan Burns,(null)","2dc65099daa70c147f588b14a8d30fd3298d8b6a@gmail.com,(null)",1
jaegertracing,jaegertracing/jaeger-client-csharp,12,7,1,0,4,1,(null),(null),0
crosscloudci,crosscloudci/build,12,0,0,9,0,2,"denverwilliams,denverwilliams,denverwilliams,wolfpack,denverwilliams,denverwilliams,denverwilliams,denverwilliams,denverwilliams","aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,99c4c757962e7b5b3e5663c81f5b23320d0a82f3@vulk.co,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz",12
datawire,datawire/telepresence,12,9,0,0,3,1,(null),(null),0
fluent,fluent/fluentd,10,5,3,1,1,2,"Kenji Okimoto,(null)","ec7d02423892841d72d003fca2f1fde984988dd4@clear-code.com,(null)",1
kubernetes,kubernetes/sample-controller,10,7,0,0,3,1,(null),(null),0
Azure,Azure/brigade,10,3,4,2,1,2,"(null),Matt Butcher,Matt Butcher","(null),338a7d7d60f8b1d054673bfaf71f6717da8d1e48@microsoft.com,338a7d7d60f8b1d054673bfaf71f6717da8d1e48@microsoft.com",2
rook,rook/rook,10,5,4,1,0,2,"(null),Bassam Tabbara","(null),4270f47fee532e8dd07f9db8e8538e735c4ee4d3@upbound.io",1
vitessio,vitessio/vitess,10,8,2,0,0,1,(null),(null),0
grpc,grpc/grpc-node,9,4,1,0,4,1,(null),(null),0
opentracing,opentracing/opentracing-c,9,4,3,1,1,2,"(null),Isaac Hier","(null),e67949ed0fa0ec47567ee270567b9ea5a5a15033@gmail.com",1
kubernetes,kubernetes/kubeadm,9,9,0,0,0,1,(null),(null),0
kubernetes,kubernetes/sig-release,9,8,1,0,0,1,(null),(null),0
opentracing,opentracing/opentracing-python,9,6,2,0,1,1,(null),(null),0
crosscloudci,crosscloudci/cross-cloud,9,0,0,7,2,2,"denverwilliams,denverwilliams,denverwilliams,denverwilliams,(null),denverwilliams,denverwilliams,denverwilliams","aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,(null),aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz,aaafb9a787616af53584544ec60190bdb08c67f4@debian.nz",7
open-policy-agent,open-policy-agent/opa,9,0,4,3,2,3,"(null),fossabot,Chris Aniszczyk,Chris Aniszczyk","(null),bcb73e976c69521894b99da42ff9a599cbb06a2c@fossa.io,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com",3
draios,draios/falco,9,3,2,1,2,2,"Mark Stemm,(null)","ee0738fd734a71825774e3bf64b7debc57eb46e5@sysdig.com,(null)",2
kubernetes-incubator,kubernetes-incubator/node-feature-discovery,8,4,2,1,1,2,"(null),Olev Kartau","(null),ee90d0ddd7c7a5e6e77a9672397002c5b7d49e83@intel.com",1
kubernetes-client,kubernetes-client/javascript,8,5,2,0,1,1,(null),(null),0
nats-io,nats-io/pure-ruby-nats,8,0,2,6,0,2,"Waldemar Quevedo,Waldemar Quevedo,Waldemar Quevedo,Waldemar Quevedo,Waldemar Quevedo,(null),Waldemar Quevedo","9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com,9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com,9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com,9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com,9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com,(null),9743c113c63aeff23c50b08b9ffb936182759ea2@synadia.com",6
theupdateframework,theupdateframework/theupdateframework.github.io,7,7,0,0,0,1,(null),(null),0
kubernetes,kubernetes/dashboard,7,4,1,0,2,1,(null),(null),0
grpc-ecosystem,grpc-ecosystem/go-grpc-middleware,7,5,1,1,0,2,"尹吉峰,(null)","987e68d3bca5213811c9140849374ce65dd74048@gmail.com,(null)",1
nats-io,nats-io/gnatsd,7,4,0,1,2,2,"Derek Collison,(null)","531d09ee7d717b1f1e7b50a061cdb4a1ea469b22@nats.io,(null)",1
kubernetes,kubernetes/client-go,6,4,1,0,1,1,(null),(null),0
alibaba,alibaba/Dragonfly,6,0,3,2,1,2,"(null),lowzj,lowzj","(null),b58800ef5b8037fcb17c281b5b8ed24e9c9d0da7@gmail.com,b58800ef5b8037fcb17c281b5b8ed24e9c9d0da7@gmail.com",2
prometheus,prometheus/blackbox_exporter,6,3,2,1,0,2,"(null),Dmitriy Lukyanchikov","(null),11b860f6f495d570da0821cfe14237cf34b523e8@users.noreply.github.com",1
nats-io,nats-io/python-nats,6,1,3,2,0,2,"Charlie Strawn,Charlie Strawn,(null)","4f867c5cd53b1a190355c039a04efe0955e082b4@gmail.com,4f867c5cd53b1a190355c039a04efe0955e082b4@gmail.com,(null)",2
kubernetes-incubator,kubernetes-incubator/bootkube,6,5,1,0,0,1,(null),(null),0
kubernetes,kubernetes/kompose,6,3,2,0,1,1,(null),(null),0
